"Поисковая фраза","Поисковая система","Визиты","Посетители","Отказы","Глубина просмотра","Время на сайте"
"предприятия вошедшие в санкционные списки","Яндекс","1","1","0.0","1.0","00:02:22"
"предприятия входящие в санкционные списки","Яндекс","1","1","0.0","1.0","00:00:15"
"предприятия из санкционного списка май 2024","Яндекс","1","1","0.0","2.0","00:02:54"
"предприятия которые входят в санкционный список","Яндекс","1","1","0.0","5.0","00:01:46"
"предприятия москвы попавшие под санкции","Яндекс","1","1","0.0","2.0","00:06:13"
"предприятия находящиеся в санкционном списке","Яндекс","1","1","0.0","11.0","00:18:46"
"предприятия по санкциями","Яндекс","1","1","0.0","1.0","00:00:15"
"предприятия под санкциями список 2024","Яндекс","1","1","0.0","1.0","00:01:06"
"предприятия под санкциями список российские 2024","Яндекс","1","1","0.0","1.0","00:01:20"
"предприятия под санкциями сша список орион","Яндекс","1","1","0.0","1.0","00:00:38"
"предприятия попавшие под санкции список 2024","Яндекс","1","1","0.0","2.0","00:04:08"
"прессман премиум пэкеджинг спб санкции","Яндекс","1","1","0.0","1.0","00:00:35"
"приказ минюста украина заявила о прекращении своего участия в ряде международных договоров","Яндекс","1","1","0.0","2.0","00:01:38"
"приказ об экспортном контроле великобритании","Яндекс","1","1","0.0","1.0","00:00:29"
"пример генеральной лицензии россия новости","Яндекс","1","1","0.0","2.0","00:03:38"
"прист ооо под санкциями или нет","Яндекс","1","1","1.0","1.0","00:00:00"
"проаерить сть ли в санкционном списке","Яндекс","1","1","0.0","1.0","00:03:09"
"проверит компании под санкциями","Яндекс","1","1","0.0","1.0","00:00:36"
"проверить в санкционном списке","Яндекс","1","1","0.0","2.0","00:01:32"
"проверить в санкционных списках по инн","Яндекс","1","1","0.0","1.0","00:01:35"
"проверить в списке sdn","Яндекс","1","1","0.0","2.0","00:05:50"
"проверить введены ли на компанию санкции","Яндекс","1","1","1.0","1.0","00:00:00"
"проверить га попадание в санкционные списки","Яндекс","1","1","0.0","1.0","00:00:54"
"проверить инн на санкционность","Яндекс","1","1","0.0","1.0","00:00:31"
